TStamp Europe/Helsinki	X [m/s²]	Y [m/s²]	Z [m/s²]
1570546309963	0,764919	0,156906	-9,828897
1570546309968	0,882599	0,196133	-9,867741
1570546309973	0,882599	0,117680	-9,790044
1570546309978	0,882599	0,117680	-9,867741
1570546309983	0,804145	0,196133	-9,790044
1570546309988	0,921825	0,156906	-9,828897
1570546309993	1,000278	0,078453	-9,867741
1570546309998	1,000278	0,039227	-9,790044
1570546310003	0,882599	0,117680	-9,790044
1570546310008	0,882599	0,196133	-9,828897
1570546310013	0,961052	0,156906	-9,867741
1570546310018	0,804145	0,156906	-9,867741
1570546310023	0,882599	0,117680	-9,828897
1570546310028	0,725692	0,196133	-9,828897
1570546310033	0,804145	0,117680	-9,790044
1570546310038	0,804145	0,156906	-9,790044
1570546310043	0,843372	0,156906	-9,828897
1570546310048	0,921825	0,156906	-9,867741
1570546310053	0,882599	0,156906	-9,790044
1570546310058	0,961052	0,039227	-9,828897
1570546310063	0,921825	0,117680	-9,790044
1570546310068	0,921825	0,156906	-9,828897
1570546310073	1,000278	0,117680	-9,945437
1570546310078	0,843372	0,235360	-9,906593
1570546310082	0,882599	0,117680	-9,828897
1570546310087	0,882599	0,078453	-9,945437
1570546310092	0,961052	0,156906	-9,945437
1570546310097	0,921825	0,117680	-9,984290
1570546310102	1,000278	0,156906	-9,906593
1570546310107	0,961052	0,156906	-9,945437
1570546310112	0,921825	0,156906	-9,751200
1570546310117	0,882599	0,039227	-9,828897
1570546310122	0,804145	0,078453	-9,828897
1570546310127	0,804145	0,039227	-9,790044
1570546310132	0,882599	0,117680	-9,751200
1570546310137	0,882599	0,156906	-9,828897
1570546310142	0,882599	0,117680	-9,828897
1570546310147	0,804145	0,078453	-9,828897
1570546310152	0,921825	0,156906	-9,906593
1570546310157	0,921825	0,156906	-9,945437
1570546310162	0,843372	0,156906	-9,945437
1570546310167	0,882599	0,156906	-9,828897
1570546310172	0,882599	0,117680	-9,906593
1570546310177	0,843372	0,117680	-9,906593
1570546310182	0,882599	0,156906	-9,867741
1570546310187	0,882599	0,117680	-9,828897
1570546310192	0,882599	0,117680	-9,828897
1570546310197	0,804145	0,196133	-9,790044
1570546310202	0,843372	0,156906	-9,828897
1570546310207	0,961052	0,196133	-9,751200
1570546310212	0,961052	0,274586	-9,828897
1570546310216	0,921825	0,196133	-9,906593
1570546310221	0,921825	0,196133	-10,023134
1570546310226	1,000278	0,117680	-9,828897
1570546310231	0,921825	0,196133	-9,906593
1570546310236	0,921825	0,117680	-9,828897
1570546310241	0,921825	0,117680	-9,906593
1570546310246	0,961052	0,156906	-9,828897
1570546310251	0,921825	0,117680	-9,867741
1570546310256	0,961052	0,156906	-9,751200
1570546310261	0,961052	0,078453	-9,751200
1570546310266	0,961052	0,156906	-9,790044
1570546310271	0,843372	0,196133	-9,790044
1570546310276	0,961052	0,156906	-9,790044
1570546310281	0,843372	0,156906	-9,751200
1570546310286	0,882599	0,078453	-9,751200
1570546310291	0,882599	0,117680	-9,790044
1570546310296	0,804145	0,196133	-9,790044
1570546310301	0,882599	0,156906	-9,751200
1570546310306	0,804145	0,117680	-9,751200
1570546310311	0,882599	0,078453	-9,828897
1570546310316	0,882599	0,078453	-9,945437
1570546310321	0,921825	0,117680	-9,828897
1570546310326	0,961052	0,156906	-9,867741
1570546310331	1,000278	0,117680	-9,751200
1570546310336	0,882599	0,117680	-9,751200
1570546310341	0,804145	0,078453	-9,790044
1570546310346	0,804145	0,117680	-9,828897
1570546310351	0,843372	0,039227	-9,867741
1570546310355	0,804145	0,117680	-9,906593
1570546310360	0,804145	0,078453	-9,751200
1570546310365	0,882599	0,078453	-9,828897
1570546310370	0,882599	0,117680	-9,790044
1570546310375	0,804145	0,156906	-9,867741
1570546310380	0,843372	0,196133	-9,906593
1570546310385	0,921825	0,117680	-9,828897
1570546310390	0,882599	0,156906	-9,751200
1570546310395	0,961052	0,156906	-9,790044
1570546310400	0,921825	0,117680	-9,828897
1570546310405	1,000278	0,156906	-9,828897
1570546310410	0,961052	0,156906	-9,790044
1570546310415	0,961052	0,196133	-9,673504
1570546310420	0,921825	0,156906	-9,712348
1570546310425	0,843372	0,196133	-9,751200
1570546310430	0,921825	0,117680	-9,828897
1570546310435	0,843372	0,117680	-9,790044
1570546310440	0,882599	0,117680	-9,790044
1570546310445	0,764919	0,156906	-9,867741
1570546310450	0,882599	0,196133	-9,867741
1570546310455	0,921825	0,156906	-9,906593
1570546310460	0,921825	0,078453	-9,906593
1570546310465	0,882599	0,078453	-9,828897
1570546310470	0,843372	0,117680	-9,790044
1570546310475	0,764919	0,117680	-9,712348
1570546310480	0,764919	0,117680	-9,790044
1570546310485	0,843372	0,156906	-9,790044
1570546310489	0,921825	0,235360	-9,828897
1570546310494	0,882599	0,196133	-9,828897
1570546310499	0,843372	0,196133	-9,790044
1570546310504	0,843372	0,117680	-9,867741
1570546310509	0,921825	0,117680	-9,906593
1570546310514	0,882599	0,196133	-9,867741
1570546310519	0,961052	0,196133	-9,867741
1570546310524	0,921825	0,196133	-9,828897
1570546310529	1,000278	0,156906	-9,790044
1570546310534	0,961052	0,117680	-9,790044
1570546310539	0,961052	0,117680	-9,828897
1570546310544	0,921825	0,156906	-9,751200
1570546310549	0,921825	0,156906	-9,790044
1570546310554	1,078732	0,117680	-9,906593
1570546310559	1,000278	0,196133	-9,790044
1570546310564	0,921825	0,156906	-9,867741
1570546310569	0,961052	0,117680	-9,790044
1570546310574	0,843372	0,156906	-9,906593
1570546310579	0,764919	0,117680	-9,867741
1570546310584	0,882599	0,156906	-9,867741
1570546310589	0,804145	0,196133	-9,867741
1570546310594	0,882599	0,196133	-9,828897
1570546310599	0,961052	0,196133	-9,790044
1570546310604	0,843372	0,117680	-9,790044
1570546310609	0,921825	0,196133	-9,712348
1570546310614	0,961052	0,117680	-9,790044
1570546310619	0,921825	0,078453	-9,790044
1570546310623	0,921825	0,117680	-9,673504
1570546310628	0,882599	0,117680	-9,712348
1570546310633	0,804145	0,117680	-9,751200
1570546310638	0,843372	0,156906	-9,790044
1570546310643	0,921825	0,156906	-9,790044
1570546310648	0,843372	0,117680	-9,906593
1570546310653	0,882599	0,117680	-9,867741
1570546310658	0,804145	0,117680	-9,790044
1570546310663	0,882599	0,156906	-9,828897
1570546310668	0,961052	0,117680	-9,945437
1570546310673	1,000278	0,156906	-9,828897
1570546310678	0,882599	0,156906	-9,867741
1570546310683	0,882599	0,156906	-9,828897
1570546310688	0,843372	0,078453	-9,867741
1570546310693	0,843372	0,156906	-9,790044
1570546310698	0,882599	0,117680	-9,712348
1570546310703	0,804145	0,078453	-9,712348
1570546310708	0,882599	0,117680	-9,790044
1570546310713	0,921825	0,117680	-9,712348
1570546310718	0,921825	0,078453	-9,712348
1570546310723	1,000278	0,039227	-9,751200
1570546310728	0,882599	0,078453	-9,867741
1570546310733	1,000278	0,196133	-9,906593
1570546310738	0,882599	0,196133	-9,867741
1570546310743	0,882599	0,117680	-9,790044
1570546310748	0,921825	0,156906	-9,751200
1570546310753	0,961052	0,078453	-9,828897
1570546310757	0,882599	0,156906	-9,906593
1570546310762	0,921825	0,039227	-9,867741
1570546310767	0,882599	0,117680	-9,828897
1570546310772	0,804145	0,117680	-9,867741
1570546310777	0,882599	0,117680	-9,867741
1570546310782	1,000278	0,039227	-9,828897
1570546310787	0,921825	0,000000	-9,945437
1570546310792	0,921825	0,078453	-9,828897
1570546310797	0,961052	0,039227	-9,867741
1570546310802	0,961052	0,117680	-9,867741
1570546310807	0,882599	0,117680	-9,867741
1570546310812	0,921825	0,117680	-9,790044
1570546310817	0,961052	0,117680	-9,712348
1570546310822	0,961052	0,156906	-9,867741
1570546310827	0,843372	0,039227	-9,828897
1570546310832	0,804145	0,078453	-9,867741
1570546310837	0,843372	0,078453	-9,751200
1570546310842	0,843372	0,117680	-9,712348
1570546310847	0,882599	0,039227	-9,712348
1570546310852	0,804145	0,078453	-9,790044
1570546310857	0,804145	0,078453	-9,790044
1570546310862	0,843372	0,117680	-9,790044
1570546310867	0,804145	0,117680	-9,790044
1570546310872	0,804145	0,156906	-9,867741
1570546310877	0,686466	0,117680	-9,790044
1570546310882	0,725692	0,235360	-9,828897
1570546310887	0,725692	0,196133	-9,867741
1570546310891	0,843372	0,196133	-9,751200
1570546310896	0,843372	0,156906	-9,751200
1570546310901	0,882599	0,156906	-9,790044
1570546310906	0,921825	0,078453	-9,828897
1570546310911	0,961052	0,117680	-9,828897
1570546310916	1,000278	0,156906	-9,867741
1570546310921	0,921825	0,156906	-9,790044
1570546310926	0,882599	0,117680	-9,790044
1570546310931	0,921825	0,117680	-9,867741
1570546310936	0,882599	0,156906	-9,867741
1570546310941	0,804145	0,196133	-9,828897
1570546310946	0,921825	0,156906	-9,790044
1570546310951	0,961052	0,039227	-9,828897
1570546310956	0,921825	0,156906	-9,828897
1570546310961	0,961052	0,156906	-9,790044
1570546310966	0,882599	0,117680	-9,790044
1570546310971	0,882599	0,156906	-9,828897
1570546310976	0,804145	0,156906	-9,906593
1570546310981	0,804145	0,156906	-9,751200
1570546310986	0,764919	0,196133	-9,790044
1570546310991	0,921825	0,156906	-9,867741
1570546310996	0,921825	0,039227	-9,867741
1570546311001	0,882599	0,117680	-9,828897
1570546311006	0,961052	0,156906	-9,984290
1570546311011	0,882599	0,117680	-9,867741
1570546311016	1,000278	0,078453	-9,906593
1570546311021	0,921825	0,039227	-9,945437
1570546311025	0,921825	0,000000	-9,984290
1570546311030	0,882599	0,078453	-10,023134
1570546311035	0,804145	0,117680	-9,828897
1570546311040	0,921825	0,196133	-9,790044
1570546311045	0,843372	0,196133	-9,790044
1570546311050	0,921825	0,156906	-9,828897
1570546311055	0,882599	0,117680	-9,790044
1570546311060	0,921825	0,156906	-9,673504
1570546311065	0,961052	0,156906	-9,712348
1570546311070	1,039505	0,156906	-9,751200
1570546311075	0,961052	0,196133	-9,790044
1570546311080	1,000278	0,156906	-9,828897
1570546311085	0,961052	0,156906	-9,867741
1570546311090	0,882599	0,117680	-9,945437
1570546311095	0,804145	0,078453	-9,828897
1570546311100	1,000278	0,078453	-9,790044
1570546311105	1,000278	0,078453	-9,867741
1570546311110	1,000278	0,078453	-9,867741
1570546311115	0,961052	0,078453	-9,867741
1570546311120	0,882599	0,078453	-9,906593
1570546311125	0,843372	0,078453	-9,984290
1570546311130	0,764919	0,156906	-9,945437
1570546311135	0,882599	0,117680	-9,867741
1570546311140	0,843372	0,078453	-9,751200
1570546311145	0,843372	0,078453	-9,751200
1570546311150	1,000278	0,117680	-9,712348
1570546311155	0,961052	0,156906	-9,828897
1570546311159	0,921825	0,117680	-9,828897
1570546311164	0,843372	0,156906	-9,828897
1570546311169	0,882599	0,156906	-9,945437
1570546311174	0,843372	0,078453	-9,790044
1570546311179	0,882599	0,039227	-9,828897
1570546311184	0,882599	0,078453	-9,906593
1570546311189	0,961052	0,156906	-9,906593
1570546311194	0,921825	0,196133	-9,984290
1570546311199	0,882599	0,196133	-9,984290
1570546311204	0,882599	0,235360	-9,945437
1570546311209	0,804145	0,156906	-9,906593
1570546311214	0,843372	0,117680	-9,867741
1570546311219	0,921825	0,117680	-9,751200
1570546311224	0,921825	0,156906	-9,906593
1570546311229	0,843372	0,078453	-9,867741
1570546311234	0,882599	0,117680	-9,828897
1570546311239	0,961052	0,156906	-9,867741
1570546311244	0,804145	0,156906	-9,790044
1570546311249	0,843372	0,156906	-9,867741
1570546311254	0,843372	0,117680	-10,023134
1570546311259	1,039505	0,156906	-10,023134
1570546311264	0,961052	0,039227	-9,945437
1570546311269	1,078732	0,078453	-9,867741
1570546311274	1,000278	0,117680	-9,867741
1570546311279	1,000278	0,196133	-9,828897
1570546311284	1,000278	0,196133	-9,712348
1570546311289	0,921825	0,196133	-9,751200
1570546311294	0,882599	0,117680	-9,790044
1570546311298	0,921825	0,117680	-9,751200
1570546311303	0,804145	0,117680	-9,867741
1570546311308	0,882599	0,078453	-9,790044
1570546311313	0,921825	0,078453	-9,867741
1570546311318	0,882599	0,078453	-9,867741
1570546311323	0,882599	0,039227	-9,790044
1570546311328	0,921825	0,117680	-9,751200
1570546311333	0,961052	0,156906	-9,790044
1570546311338	0,843372	0,000000	-9,790044
1570546311343	0,843372	0,117680	-9,751200
1570546311348	0,882599	0,117680	-9,751200
1570546311353	0,882599	0,039227	-9,828897
1570546311358	0,921825	0,000000	-9,867741
1570546311363	0,961052	0,039227	-9,790044
1570546311368	0,882599	0,078453	-9,828897
1570546311373	0,843372	0,117680	-9,751200
1570546311378	0,843372	0,156906	-9,790044
1570546311383	0,843372	0,156906	-9,906593
1570546311388	0,921825	0,117680	-9,906593
1570546311393	0,961052	0,156906	-9,906593
1570546311398	0,843372	0,117680	-9,945437
1570546311403	1,000278	0,156906	-9,945437
1570546311408	0,961052	0,078453	-9,867741
1570546311413	0,921825	0,039227	-9,790044
1570546311418	0,961052	0,039227	-9,790044
1570546311423	0,843372	0,156906	-9,790044
1570546311428	0,882599	0,196133	-9,828897
1570546311432	0,882599	0,196133	-9,906593
1570546311437	0,921825	0,117680	-9,790044
1570546311442	0,961052	0,078453	-9,906593
1570546311447	1,000278	0,117680	-9,867741
1570546311452	0,921825	0,039227	-9,828897
1570546311457	0,843372	0,078453	-9,790044
1570546311462	0,882599	0,117680	-9,790044
1570546311467	0,882599	0,196133	-9,828897
1570546311472	0,764919	0,196133	-9,906593
1570546311477	0,804145	0,235360	-9,828897
1570546311482	0,882599	0,196133	-9,828897
1570546311487	0,882599	0,156906	-9,790044
1570546311492	0,921825	0,156906	-9,751200
1570546311497	0,882599	0,117680	-9,828897
1570546311502	0,921825	0,117680	-9,751200
1570546311507	0,921825	0,039227	-9,906593
1570546311512	0,843372	0,078453	-9,945437
1570546311517	0,882599	0,117680	-9,790044
1570546311522	0,882599	0,156906	-9,906593
1570546311527	0,961052	0,156906	-9,790044
1570546311532	0,882599	0,196133	-9,790044
1570546311537	0,882599	0,156906	-9,828897
1570546311542	0,843372	0,117680	-9,867741
1570546311547	0,882599	0,156906	-9,751200
1570546311552	0,882599	0,117680	-9,828897
1570546311557	0,882599	0,078453	-9,867741
1570546311562	0,921825	0,117680	-9,867741
1570546311566	0,921825	0,156906	-9,867741
1570546311571	1,000278	0,156906	-9,828897
1570546311576	0,882599	0,156906	-9,984290
1570546311581	0,961052	0,117680	-9,906593
1570546311586	0,961052	0,156906	-9,906593
1570546311591	0,921825	0,156906	-9,906593
1570546311596	0,961052	0,117680	-9,906593
1570546311601	0,961052	0,117680	-9,984290
1570546311606	0,843372	0,117680	-9,828897
1570546311611	0,921825	0,156906	-9,984290
1570546311616	0,882599	0,196133	-10,023134
1570546311621	0,882599	0,156906	-9,828897
1570546311626	0,921825	0,117680	-9,867741
1570546311631	0,843372	0,156906	-9,906593
1570546311636	0,882599	0,156906	-9,945437
1570546311641	0,843372	0,078453	-9,945437
1570546311646	0,764919	0,078453	-9,906593
1570546311651	0,843372	0,117680	-9,790044
1570546311656	0,961052	0,117680	-9,867741
1570546311661	0,921825	0,117680	-9,867741
1570546311666	0,961052	0,156906	-9,790044
1570546311671	0,921825	0,156906	-9,790044
1570546311676	0,882599	0,156906	-9,906593
1570546311681	0,921825	0,039227	-9,906593
1570546311686	0,921825	0,117680	-9,828897
1570546311691	0,882599	0,117680	-9,828897
1570546311696	0,921825	0,078453	-9,945437
1570546311700	0,882599	0,078453	-9,828897
1570546311705	0,921825	0,156906	-9,828897
1570546311710	0,921825	0,000000	-9,867741
1570546311715	0,921825	0,078453	-9,828897
1570546311720	0,843372	0,078453	-9,828897
1570546311725	0,882599	0,039227	-9,867741
1570546311730	0,882599	0,156906	-9,790044
1570546311735	0,882599	0,156906	-9,790044
1570546311740	0,843372	0,117680	-9,790044
1570546311745	0,843372	0,235360	-9,790044
1570546311750	0,882599	0,156906	-9,790044
1570546311755	0,804145	0,078453	-9,867741
1570546311760	0,843372	0,117680	-9,906593
1570546311765	0,804145	0,156906	-9,945437
1570546311770	0,921825	0,156906	-9,867741
1570546311775	0,843372	0,039227	-9,867741
1570546311780	0,843372	0,117680	-9,828897
1570546311785	0,843372	0,156906	-9,867741
1570546311790	0,921825	0,235360	-9,867741
1570546311795	0,843372	0,156906	-9,790044
1570546311800	0,882599	0,196133	-9,828897
1570546311805	0,921825	0,235360	-9,790044
1570546311810	0,961052	0,156906	-9,828897
1570546311815	0,961052	0,117680	-9,906593
1570546311820	0,961052	0,117680	-9,828897
1570546311825	0,921825	0,196133	-9,906593
1570546311830	1,000278	0,117680	-9,906593
1570546311834	1,039505	0,117680	-9,945437
1570546311839	0,961052	0,117680	-9,984290
1570546311844	0,961052	0,078453	-9,867741
1570546311849	0,961052	0,117680	-9,751200
1570546311854	1,039505	0,078453	-9,828897
1570546311859	0,921825	0,117680	-9,828897
1570546311864	0,921825	0,039227	-9,751200
1570546311869	1,000278	0,078453	-9,790044
1570546311874	0,961052	0,039227	-9,790044
1570546311879	0,921825	0,156906	-9,828897
1570546311884	0,882599	0,117680	-9,751200
1570546311889	0,921825	0,117680	-9,751200
1570546311894	0,882599	0,078453	-9,751200
1570546311899	0,882599	0,156906	-9,712348
1570546311904	0,882599	0,117680	-9,790044
1570546311909	0,882599	0,156906	-9,751200
1570546311914	0,921825	0,078453	-9,790044
1570546311919	0,882599	0,078453	-9,751200
1570546311924	0,843372	0,117680	-9,867741
1570546311929	0,882599	0,078453	-9,790044
1570546311934	0,882599	0,039227	-9,712348
1570546311939	0,843372	0,117680	-9,712348
1570546311944	0,921825	0,117680	-9,712348
1570546311949	0,882599	0,156906	-9,712348
1570546311954	0,764919	0,078453	-9,634650
1570546311959	0,843372	0,117680	-9,828897
1570546311964	0,882599	0,078453	-9,828897
1570546311968	0,882599	0,078453	-9,828897
1570546311973	0,804145	0,156906	-9,906593
1570546311978	0,804145	0,117680	-9,790044
1570546311983	0,843372	0,117680	-9,673504
1570546311988	0,882599	0,156906	-9,751200
1570546311993	0,882599	0,196133	-9,790044
1570546311998	0,882599	0,196133	-9,751200
1570546312003	1,000278	0,196133	-9,751200
1570546312008	0,961052	0,196133	-9,790044
1570546312013	0,804145	0,156906	-9,790044
1570546312018	0,843372	0,156906	-9,906593
1570546312023	0,686466	0,117680	-9,867741
1570546312028	0,725692	0,078453	-9,906593
1570546312033	0,843372	0,117680	-9,906593
1570546312038	0,804145	0,078453	-9,945437
1570546312043	0,764919	0,117680	-9,906593
1570546312048	0,725692	0,078453	-9,906593
1570546312053	0,804145	0,078453	-9,867741
1570546312058	0,843372	0,117680	-9,828897
1570546312063	0,843372	0,235360	-9,867741
1570546312068	0,882599	0,235360	-9,712348
1570546312073	0,882599	0,235360	-9,751200
1570546312078	0,882599	0,196133	-9,712348
1570546312083	0,921825	0,235360	-9,751200
1570546312088	1,078732	0,196133	-9,828897
1570546312093	0,961052	0,196133	-9,751200
1570546312098	0,882599	0,117680	-9,828897
1570546312102	0,921825	0,156906	-9,828897
1570546312107	0,961052	0,196133	-9,906593
1570546312112	1,000278	0,235360	-9,984290
1570546312117	0,921825	0,117680	-9,945437
1570546312122	0,882599	0,117680	-9,867741
1570546312127	0,843372	0,156906	-9,828897
1570546312132	0,843372	0,078453	-9,906593
1570546312137	0,843372	0,117680	-9,867741
1570546312142	0,843372	0,078453	-9,828897
1570546312147	0,882599	0,039227	-9,790044
1570546312152	0,843372	0,235360	-9,867741
1570546312157	0,804145	0,196133	-9,751200
1570546312162	0,882599	0,196133	-9,790044
1570546312167	0,843372	0,117680	-9,828897
1570546312172	0,921825	0,156906	-9,867741
1570546312177	0,843372	0,117680	-9,828897
1570546312182	0,921825	0,156906	-9,790044
1570546312187	1,039505	0,078453	-9,790044
1570546312192	0,921825	0,078453	-9,828897
1570546312197	0,921825	0,000000	-9,867741
1570546312202	0,882599	0,078453	-9,867741
1570546312207	0,882599	0,039227	-9,828897
1570546312212	0,921825	0,078453	-9,906593
1570546312217	0,921825	0,117680	-9,906593
1570546312222	0,961052	0,196133	-9,945437
1570546312227	0,921825	0,235360	-9,867741
1570546312232	1,000278	0,156906	-9,867741
1570546312237	1,000278	0,117680	-9,867741
1570546312241	0,961052	0,078453	-9,867741
1570546312246	0,961052	0,156906	-9,906593
1570546312251	0,882599	0,078453	-9,906593
1570546312256	0,843372	0,117680	-9,906593
1570546312261	0,882599	0,117680	-9,906593
1570546312266	0,921825	0,156906	-9,867741
1570546312271	0,882599	0,196133	-9,828897
1570546312276	0,843372	0,196133	-9,906593
1570546312281	0,725692	0,196133	-9,984290
1570546312286	0,764919	0,235360	-9,984290
1570546312291	0,882599	0,117680	-9,984290
1570546312296	0,882599	0,196133	-9,945437
1570546312301	0,961052	0,235360	-9,867741
1570546312306	0,882599	0,156906	-9,867741
1570546312311	0,961052	0,078453	-9,828897
1570546312316	0,921825	0,039227	-9,867741
1570546312321	0,882599	0,039227	-9,790044
1570546312326	0,921825	0,039227	-9,828897
1570546312331	0,882599	0,117680	-9,867741
1570546312336	0,764919	0,117680	-9,906593
1570546312341	0,843372	0,156906	-9,867741
1570546312346	0,921825	0,078453	-9,828897
1570546312351	0,961052	0,117680	-9,712348
1570546312356	0,804145	0,156906	-9,751200
1570546312361	0,882599	0,156906	-9,790044
1570546312366	1,510224	0,196133	-9,751200
1570546312371	0,961052	0,196133	-9,751200
1570546312375	0,921825	0,196133	-9,867741
1570546312380	0,921825	0,156906	-9,867741
1570546312385	0,882599	0,078453	-9,712348
1570546312390	0,804145	0,117680	-9,906593
1570546312395	0,843372	0,078453	-9,867741
1570546312400	0,843372	0,156906	-9,867741
1570546312405	0,843372	0,117680	-9,828897
1570546312410	0,764919	0,078453	-9,906593
1570546312415	0,843372	0,078453	-9,867741
1570546312420	0,882599	0,078453	-9,751200
1570546312425	0,921825	0,000000	-9,828897
1570546312430	0,882599	0,039227	-9,828897
1570546312435	0,882599	0,078453	-9,906593
1570546312440	0,921825	0,156906	-9,790044
1570546312445	0,882599	0,117680	-9,751200
1570546312450	0,961052	0,156906	-9,751200
1570546312455	0,843372	0,196133	-9,790044
1570546312460	0,882599	0,196133	-9,790044
1570546312465	0,921825	0,235360	-9,906593
1570546312470	0,961052	0,156906	-9,790044
1570546312475	0,921825	0,196133	-9,790044
1570546312480	1,000278	0,235360	-9,867741
1570546312485	1,000278	0,196133	-9,790044
1570546312490	0,921825	0,196133	-9,828897
1570546312495	0,961052	0,156906	-9,867741
1570546312500	0,882599	0,156906	-9,906593
1570546312505	0,843372	0,156906	-10,023134
1570546312509	0,843372	0,078453	-9,867741
1570546312514	0,843372	0,078453	-9,906593
1570546312519	0,921825	0,078453	-9,906593
1570546312524	0,961052	0,078453	-9,945437
1570546312529	0,921825	0,117680	-9,867741
1570546312534	0,882599	0,156906	-9,945437
1570546312539	0,882599	0,078453	-9,945437
1570546312544	0,882599	0,078453	-9,790044
1570546312549	0,843372	0,117680	-9,867741
1570546312554	0,961052	-0,039227	-9,867741
1570546312559	0,804145	0,078453	-9,828897
1570546312564	0,843372	0,117680	-9,867741
1570546312569	0,882599	0,156906	-9,751200
1570546312574	0,961052	0,117680	-9,790044
1570546312579	1,039505	0,156906	-9,828897
1570546312584	1,000278	0,156906	-9,867741
1570546312589	1,000278	0,156906	-9,828897
1570546312594	0,921825	0,156906	-9,790044
1570546312599	0,882599	0,156906	-9,712348
1570546312604	0,961052	0,117680	-9,712348
1570546312609	0,882599	0,117680	-9,790044
1570546312614	0,882599	0,196133	-9,790044
1570546312619	0,882599	0,156906	-9,906593
1570546312624	0,843372	0,156906	-9,867741
1570546312629	0,961052	0,156906	-9,828897
1570546312634	0,961052	0,078453	-9,828897
1570546312639	0,882599	0,156906	-9,906593
1570546312643	0,882599	0,196133	-9,945437
1570546312648	0,921825	0,117680	-9,906593
1570546312653	0,961052	0,078453	-9,828897
1570546312658	0,921825	0,039227	-9,828897
1570546312663	0,961052	0,117680	-9,867741
1570546312668	0,882599	0,274586	-9,790044
1570546312673	0,961052	0,078453	-9,751200
1570546312678	0,921825	0,078453	-9,751200
1570546312683	0,843372	0,039227	-9,828897
1570546312688	0,843372	0,156906	-9,828897
1570546312693	0,804145	0,156906	-9,790044
1570546312698	0,882599	0,196133	-9,828897
1570546312703	0,843372	0,156906	-9,867741
1570546312708	0,764919	0,078453	-9,828897
1570546312713	0,961052	0,117680	-9,906593
1570546312718	0,843372	0,039227	-9,790044
1570546312723	0,882599	0,078453	-9,751200
1570546312728	0,843372	0,117680	-9,790044
1570546312733	0,921825	0,156906	-9,867741
1570546312738	0,882599	0,078453	-9,828897
1570546312743	0,804145	0,078453	-9,828897
1570546312748	0,843372	0,117680	-9,751200
1570546312753	0,882599	0,117680	-9,790044
1570546312758	0,921825	0,156906	-9,673504
1570546312763	1,000278	0,156906	-9,712348
1570546312768	0,921825	0,156906	-9,790044
1570546312773	0,921825	0,156906	-9,712348
1570546312777	0,921825	0,156906	-9,712348
1570546312782	0,961052	0,156906	-9,790044
1570546312787	0,961052	0,196133	-9,828897
1570546312792	0,882599	0,196133	-9,828897
1570546312797	0,882599	0,117680	-9,828897
1570546312802	0,921825	0,156906	-9,867741
1570546312807	1,000278	0,156906	-9,867741
1570546312812	1,000278	0,117680	-9,867741
1570546312817	1,078732	0,078453	-9,906593
1570546312822	0,961052	0,039227	-9,828897
1570546312827	1,000278	0,078453	-9,790044
1570546312832	0,961052	0,117680	-9,867741
1570546312837	0,882599	0,196133	-9,906593
1570546312842	0,921825	0,274586	-9,906593
1570546312847	0,882599	0,196133	-9,906593
1570546312852	0,882599	0,156906	-9,906593
1570546312857	0,882599	0,196133	-9,867741
1570546312862	0,921825	0,196133	-9,828897
1570546312867	0,843372	0,196133	-9,867741
1570546312872	0,843372	0,078453	-9,828897
1570546312877	0,843372	0,078453	-9,790044
1570546312882	0,882599	0,117680	-9,828897
1570546312887	0,921825	0,156906	-9,712348
1570546312892	0,961052	0,117680	-9,790044
1570546312897	0,961052	0,039227	-9,906593
1570546312902	0,882599	0,156906	-9,945437
1570546312907	0,882599	0,039227	-9,867741
1570546312911	0,921825	0,039227	-9,790044
1570546312916	0,843372	0,117680	-9,828897
1570546312921	0,921825	0,156906	-9,828897
1570546312926	0,843372	0,117680	-9,790044
1570546312931	0,961052	0,117680	-9,790044
1570546312936	0,921825	0,196133	-9,867741
1570546312941	0,921825	0,196133	-9,790044
1570546312946	0,961052	0,117680	-9,828897
1570546312951	0,843372	0,196133	-9,906593
1570546312956	0,882599	0,196133	-9,867741
1570546312961	0,843372	0,078453	-9,867741
1570546312966	0,804145	0,117680	-9,906593
1570546312971	0,882599	0,156906	-9,790044
1570546312976	0,921825	0,078453	-9,906593
1570546312981	0,921825	0,117680	-9,751200
1570546312986	0,921825	0,117680	-9,867741
1570546312991	0,882599	0,196133	-9,867741
1570546312996	0,961052	0,156906	-9,790044
1570546313001	0,961052	0,156906	-9,790044
1570546313006	0,882599	0,156906	-9,790044
1570546313011	0,921825	0,117680	-9,828897
1570546313016	0,882599	0,117680	-9,906593
1570546313021	0,843372	0,156906	-9,945437
1570546313026	0,843372	0,196133	-9,984290
1570546313031	0,921825	0,156906	-9,828897
1570546313036	0,921825	0,156906	-9,867741
1570546313041	0,921825	0,156906	-9,828897
1570546313045	1,000278	0,196133	-9,906593
1570546313050	0,921825	0,078453	-9,828897
1570546313055	0,921825	0,000000	-9,867741
1570546313060	0,921825	0,039227	-9,712348
1570546313065	0,921825	0,274586	-9,867741
1570546313070	0,961052	0,274586	-9,790044
1570546313075	0,921825	0,196133	-9,751200
1570546313080	0,961052	0,196133	-9,751200
1570546313085	0,961052	0,156906	-9,673504
1570546313090	0,961052	0,117680	-9,712348
1570546313095	0,882599	0,156906	-9,751200
1570546313100	0,843372	0,117680	-9,790044
1570546313105	0,843372	0,235360	-9,828897
