TStamp Europe/Helsinki	X [m/s²]	Y [m/s²]	Z [m/s²]
1570546431685	7,001948	-1,333704	7,381382
1570546431690	6,962722	-1,294478	7,264832
1570546431695	6,923495	-1,412158	6,992879
1570546431700	6,962722	-1,333704	7,070595
1570546431705	6,884269	-1,333704	7,225988
1570546431710	6,923495	-1,294478	7,342528
1570546431715	7,080401	-1,333704	7,536775
1570546431720	7,041175	-1,569064	7,614481
1570546431725	7,119628	-1,529837	7,653334
1570546431730	7,041175	-1,529837	7,575637
1570546431735	6,845042	-1,569064	7,225988
1570546431739	6,727362	-1,490611	7,187135
1570546431744	6,884269	-1,608291	6,915182
1570546431749	7,158854	-1,451384	6,720945
1570546431754	7,354988	-1,412158	6,643249
1570546431759	7,315761	-1,569064	6,604396
1570546431764	7,237308	-1,569064	6,643249
1570546431769	7,276534	-1,529837	6,604396
1570546431774	7,237308	-1,372931	6,837486
1570546431779	7,119628	-1,294478	7,070595
1570546431784	7,080401	-1,255251	7,070595
1570546431789	7,315761	-1,059118	6,954036
1570546431794	8,139520	-0,980665	6,798642
1570546431799	7,825707	-1,098345	7,187135
1570546431804	8,021840	-1,059118	7,731030
1570546431809	8,257199	-1,176798	8,158377
1570546431814	9,041732	-1,176798	8,313769
1570546431819	9,512450	-1,176798	8,430309
1570546431824	9,590904	-1,019892	8,663419
1570546431829	9,316318	-0,862985	8,857656
1570546431834	10,022396	-0,745305	8,313769
1570546431839	9,708584	-0,784532	7,769874
1570546431844	9,355544	-0,902212	7,381382
1570546431849	9,041732	-0,784532	7,031732
1570546431854	8,688692	-0,784532	6,526690
1570546431859	8,178746	-0,745305	5,672008
1570546431864	7,354988	-0,509946	4,661922
1570546431869	4,844485	0,235360	4,351127
1570546431873	3,706914	0,745305	2,602909
1570546431878	3,706914	1,372931	1,864758
1570546431883	1,627904	1,686744	1,864758
1570546431888	1,510224	0,039227	2,525212
1570546431893	2,333983	-0,274586	7,031732
1570546431898	3,589234	-0,313813	6,371296
1570546431903	2,451663	-0,313813	4,856169
1570546431908	2,961608	0,078453	3,807231
1570546431913	4,256086	0,117680	3,107951
1570546431918	6,178189	-0,784532	4,001477
1570546431923	11,238420	-4,471833	7,070595
1570546431928	15,200308	-7,845320	10,567029
1570546431933	13,592017	-7,178468	12,043303
1570546431938	9,904716	-4,118793	10,994375
1570546431943	6,845042	-1,216025	10,139693
1570546431948	5,354431	-0,117680	9,285002
1570546431953	5,236751	-0,745305	8,935352
1570546431958	6,099736	-2,275143	8,935352
1570546431963	7,158854	-3,412714	9,013049
1570546431968	7,394214	-3,138128	9,168461
1570546431973	7,158854	-2,392823	9,090765
1570546431978	6,923495	-1,529837	8,702263
1570546431983	6,727362	-1,412158	8,546860
1570546431988	6,962722	-1,804424	8,352613
1570546431993	7,001948	-2,235916	8,274917
1570546431998	7,041175	-2,235916	8,002964
1570546432003	7,119628	-2,079010	7,847571
1570546432007	6,923495	-1,725971	7,497921
1570546432012	6,923495	-1,765197	6,876339
1570546432017	6,766588	-1,922103	6,254746
1570546432022	6,923495	-2,118236	5,866254
1570546432027	7,001948	-2,392823	5,943951
1570546432032	7,001948	-2,432049	6,060510
1570546432037	7,119628	-2,432049	6,293600
1570546432042	7,158854	-2,000557	6,604396
1570546432047	7,198081	-1,608291	6,915182
1570546432052	7,237308	-1,412158	7,303685
1570546432057	7,315761	-1,372931	7,264832
1570546432062	7,433441	-1,255251	7,614481
1570546432067	7,511894	-1,137571	7,731030
1570546432072	7,511894	-0,862985	7,653334
1570546432077	7,472668	-0,745305	7,575637
1570546432082	7,315761	-0,706079	7,342528
1570546432087	7,394214	-0,666852	7,070595
1570546432092	7,354988	-0,666852	6,759789
1570546432097	7,511894	-0,706079	6,643249
1570546432102	7,511894	-0,666852	6,487836
1570546432107	7,511894	-0,588399	6,293600
1570546432112	7,551121	-0,509946	6,293600
1570546432117	7,551121	-0,549172	6,254746
1570546432122	7,433441	-0,784532	6,177050
1570546432127	7,472668	-0,862985	6,177050
1570546432132	7,590347	-0,941438	6,293600
1570546432137	7,708027	-1,019892	6,371296
1570546432141	7,786480	-1,176798	6,526690
1570546432146	7,708027	-1,137571	6,526690
1570546432151	7,747253	-1,294478	6,682092
1570546432156	7,668800	-1,294478	6,759789
1570546432161	7,590347	-1,412158	6,876339
1570546432166	7,590347	-1,333704	6,837486
1570546432171	7,590347	-1,451384	6,915182
1570546432176	7,629574	-1,490611	6,876339
1570546432181	7,590347	-1,451384	6,876339
1570546432186	7,629574	-1,569064	6,992879
1570546432191	7,590347	-1,608291	6,992879
1570546432196	7,590347	-1,608291	7,070595
1570546432201	7,590347	-1,569064	7,148292
1570546432206	7,590347	-1,529837	7,148292
1570546432211	7,551121	-1,529837	7,264832
1570546432216	7,433441	-1,529837	7,769874
1570546432221	7,511894	-1,569064	8,236073
1570546432226	7,433441	-1,608291	8,702263
1570546432231	7,629574	-1,608291	9,051903
1570546432236	7,590347	-1,569064	9,051903
1570546432241	7,511894	-1,490611	8,702263
1570546432246	7,511894	-1,451384	8,469163
1570546432251	7,551121	-1,412158	8,080680
1570546432256	7,551121	-1,333704	7,536775
1570546432261	7,551121	-1,490611	6,954036
1570546432266	7,982613	-1,922103	6,215903
1570546432271	8,335652	-2,196690	5,710860
1570546432276	8,296426	-2,275143	5,594311
1570546432280	8,296426	-2,314369	5,555467
1570546432285	8,492558	-2,235916	5,672008
1570546432290	8,492558	-2,118236	6,138206
1570546432295	8,335652	-2,275143	6,487836
1570546432300	8,335652	-2,275143	6,915182
1570546432305	8,414105	-2,314369	7,264832
1570546432310	8,492558	-2,392823	7,303685
1570546432315	8,649466	-2,314369	7,187135
1570546432320	8,727919	-2,079010	6,915182
1570546432325	8,806372	-1,882877	6,565552
1570546432330	8,845598	-1,608291	5,943951
1570546432335	8,924051	-1,529837	5,361211
1570546432340	8,571012	-1,294478	4,778472
1570546432345	8,100293	-1,176798	3,923780
1570546432350	7,786480	-1,019892	3,107951
1570546432355	7,708027	-0,823759	2,486350
1570546432360	8,061067	-0,509946	1,942454
1570546432365	8,414105	-0,313813	1,476265
1570546432370	8,806372	-0,235360	1,398568
1570546432375	9,041732	-0,353039	1,437412
1570546432380	9,316318	-0,706079	1,592824
1570546432385	9,473224	-1,255251	1,787061
1570546432390	9,433997	-1,412158	2,292103
1570546432395	9,080958	-1,333704	2,991392
1570546432400	7,786480	-1,098345	5,633164
1570546432405	8,139520	-1,059118	6,915182
1570546432410	9,120185	-1,372931	6,720945
1570546432414	9,237864	-1,529837	6,759789
1570546432419	9,826263	-1,647517	6,915182
1570546432424	10,140077	-1,725971	6,837486
1570546432429	10,375436	-1,647517	6,371296
1570546432434	10,296983	-1,490611	5,594311
1570546432439	9,943943	-1,451384	4,778472
1570546432444	9,590904	-1,372931	3,768387
1570546432449	9,277091	-1,216025	3,263345
1570546432454	9,120185	-0,980665	2,719449
1570546432459	9,159411	-0,902212	2,253260
1570546432464	9,512450	-0,823759	1,864758
1570546432469	9,787037	-0,823759	1,243175
1570546432474	9,747810	-0,745305	0,738132
1570546432479	9,669357	-0,784532	0,427327
1570546432484	9,787037	-0,823759	0,582739
1570546432489	9,590904	-1,019892	0,776976
1570546432494	9,316318	-1,019892	1,398568
1570546432499	9,433997	-0,980665	1,787061
1570546432504	9,551678	-0,980665	2,059013
1570546432509	9,630131	-0,706079	2,719449
1570546432514	9,669357	-0,823759	3,107951
1570546432519	9,787037	-0,980665	3,069098
1570546432524	9,787037	-0,941438	2,991392
1570546432529	9,865490	-0,941438	2,991392
1570546432534	9,904716	-0,666852	2,913696
1570546432539	9,983170	-0,666852	2,952539
1570546432544	10,100849	-0,784532	2,952539
1570546432548	10,296983	-0,941438	3,185648
1570546432553	10,767702	-1,176798	2,525212
1570546432558	10,767702	-1,294478	2,020170
1570546432563	10,532342	-1,333704	1,592824
1570546432568	10,571569	-1,372931	1,553971
1570546432573	10,650023	-1,294478	2,020170
1570546432578	10,453889	-1,137571	2,447497
1570546432583	10,061623	-1,255251	2,952539
1570546432588	9,787037	-1,255251	3,457582
1570546432593	9,669357	-1,294478	3,690691
1570546432598	9,355544	-1,333704	3,768387
1570546432603	9,237864	-1,372931	3,846084
1570546432608	9,159411	-1,294478	3,612994
1570546432613	9,512450	-0,862985	3,185648
1570546432618	9,590904	-0,588399	2,719449
1570546432623	9,630131	-0,431493	2,097867
1570546432628	9,747810	-0,431493	1,553971
1570546432633	9,787037	-0,627626	1,048928
1570546432638	9,983170	-0,784532	0,621583
1570546432643	9,943943	-0,980665	0,271933
1570546432648	10,179303	-1,176798	-0,427327
1570546432653	10,140077	-1,019892	-1,592824
1570546432658	10,218530	-0,666852	-3,496435
1570546432663	10,100849	-0,549172	-4,234577
1570546432668	9,787037	-0,313813	-3,263345
1570546432673	9,394771	-0,470719	-1,903611
1570546432678	9,316318	-0,392266	-0,815829
1570546432682	9,355544	-0,392266	-0,621583
1570546432687	9,551678	-0,353039	-0,776976
1570546432692	9,708584	-0,392266	-1,048928
1570546432697	9,826263	-0,392266	-0,854673
1570546432702	9,904716	-0,470719	-0,660436
1570546432707	10,061623	-0,588399	-0,738132
1570546432712	10,414662	-0,902212	-0,815829
1570546432717	10,924608	-1,333704	-1,437412
1570546432722	11,277647	-1,490611	-1,709364
1570546432727	11,473781	-1,294478	-1,359715
1570546432732	11,120741	-1,059118	-0,932369
1570546432737	10,728476	-0,745305	-0,310787
1570546432742	10,296983	-0,549172	0,233090
1570546432747	10,061623	-0,392266	0,310787
1570546432752	10,022396	-0,392266	-0,155393
1570546432757	10,140077	-0,431493	-0,505042
1570546432762	10,100849	-0,549172	-0,621583
1570546432767	10,100849	-0,745305	-0,738132
1570546432772	10,140077	-0,980665	-0,388483
1570546432777	10,100849	-1,137571	-0,466180
1570546432782	10,218530	-0,980665	-0,738132
1570546432787	10,100849	-0,980665	-0,815829
1570546432792	9,983170	-1,019892	-0,893526
1570546432797	9,943943	-0,902212	-1,087782
1570546432802	9,865490	-0,666852	-0,854673
1570546432807	9,590904	-0,745305	-0,621583
1570546432812	9,551678	-0,745305	-0,194237
1570546432816	9,473224	-0,980665	0,077697
1570546432821	9,590904	-0,941438	0,271933
1570546432826	9,747810	-1,098345	0,233090
1570546432831	9,904716	-1,255251	0,038844
1570546432836	10,218530	-1,176798	-0,310787
1570546432841	10,140077	-1,098345	-0,466180
1570546432846	10,061623	-0,862985	-0,388483
1570546432851	9,669357	-0,666852	-0,271933
1570546432856	9,316318	-0,745305	-0,038844
1570546432861	9,277091	-0,862985	0,077697
1570546432866	9,473224	-0,980665	-0,077697
1570546432871	9,826263	-1,019892	-0,349630
1570546432876	9,865490	-1,137571	0,815829
1570546432881	10,767702	-1,255251	-0,699279
1570546432886	11,316874	-1,294478	-1,748217
1570546432891	11,081514	-1,059118	-1,825914
1570546432896	10,650023	-0,549172	-2,369800
1570546432901	10,179303	-0,117680	-2,680606
1570546432906	9,943943	0,353039	-2,952539
1570546432911	9,630131	0,588399	-3,224492
1570546432916	9,512450	0,588399	-3,651838
1570546432921	9,512450	0,353039	-3,923780
1570546432926	9,512450	0,274586	-4,156880
1570546432931	9,708584	-0,078453	-4,351127
1570546432936	9,904716	-0,313813	-4,351127
1570546432941	10,022396	-0,392266	-4,234577
1570546432946	10,218530	-0,353039	-4,156880
1570546432950	10,179303	-0,117680	-4,118037
1570546432955	10,061623	0,000000	-3,962624
1570546432960	9,865490	0,117680	-3,807231
1570546432965	9,865490	0,000000	-3,729534
1570546432970	9,826263	0,039227	-3,612994
1570546432975	9,473224	-0,196133	-3,651838
1570546432980	9,237864	-0,313813	-3,612994
1570546432985	8,963279	-0,549172	-3,457582
1570546432990	8,884825	-0,823759	-3,224492
1570546432995	9,080958	-0,902212	-3,107951
1570546433000	9,512450	-1,019892	-2,991392
1570546433005	9,826263	-1,019892	-2,913696
1570546433010	10,100849	-0,941438	-2,797146
1570546433015	10,140077	-0,706079	-2,680606
1570546433020	10,179303	-0,470719	-2,758302
1570546433025	10,218530	-0,235360	-3,030255
1570546433030	10,100849	-0,039227	-3,379885
1570546433035	9,943943	0,078453	-3,923780
1570546433040	9,826263	0,274586	-4,234577
1570546433045	9,551678	0,392266	-4,545382
1570546433050	9,355544	0,549172	-4,506519
1570546433055	9,080958	0,431493	-4,234577
1570546433060	9,002505	0,431493	-3,923780
1570546433065	9,002505	0,431493	-3,496435
1570546433070	9,237864	0,313813	-3,146795
1570546433075	9,512450	0,156906	-2,952539
1570546433080	9,787037	-0,078453	-2,486350
1570546433085	10,022396	-0,117680	-2,447497
1570546433089	10,179303	-0,117680	-2,564056
1570546433094	10,218530	-0,117680	-2,797146
1570546433099	10,179303	-0,196133	-2,913696
1570546433104	10,022396	-0,117680	-2,991392
1570546433109	9,943943	-0,078453	-3,263345
1570546433114	9,787037	0,000000	-3,263345
1570546433119	9,708584	0,117680	-3,379885
1570546433124	9,551678	0,313813	-3,496435
1570546433129	9,473224	0,470719	-3,612994
1570546433134	9,551678	0,588399	-3,729534
1570546433139	9,630131	0,823759	-3,535297
1570546433144	9,669357	0,706079	-3,341042
1570546433149	9,551678	0,549172	-3,496435
1570546433154	9,551678	0,313813	-3,496435
1570546433159	9,551678	0,117680	-3,574141
1570546433164	9,551678	0,117680	-3,535297
1570546433169	9,473224	-0,039227	-3,535297
1570546433174	9,512450	-0,039227	-3,651838
1570546433179	9,473224	-0,078453	-3,807231
1570546433184	9,473224	0,078453	-3,807231
1570546433189	9,433997	0,117680	-3,884928
1570546433194	9,590904	0,196133	-3,884928
1570546433199	9,708584	0,196133	-3,962624
1570546433204	9,865490	0,078453	-4,156880
1570546433209	9,708584	0,039227	-4,156880
1570546433214	9,669357	0,078453	-4,079184
1570546433219	9,512450	0,039227	-4,156880
1570546433223	9,355544	0,078453	-4,118037
1570546433228	9,237864	0,156906	-4,079184
1570546433233	9,120185	0,156906	-4,118037
1570546433238	9,120185	0,274586	-3,923780
1570546433243	9,159411	0,156906	-3,923780
1570546433248	9,473224	0,156906	-3,768387
1570546433253	9,669357	0,078453	-3,768387
1570546433258	9,708584	0,000000	-3,729534
1570546433263	9,669357	0,000000	-3,729534
1570546433268	9,630131	0,039227	-3,612994
1570546433273	9,512450	0,078453	-3,535297
1570546433278	9,512450	0,000000	-3,574141
1570546433283	9,551678	0,039227	-3,341042
1570546433288	9,512450	0,078453	-3,379885
1570546433293	9,590904	0,117680	-3,341042
1570546433298	9,551678	0,156906	-3,457582
1570546433303	9,512450	0,156906	-3,496435
1570546433308	9,512450	0,117680	-3,574141
1570546433313	9,394771	0,156906	-3,690691
1570546433318	9,316318	0,156906	-3,846084
1570546433323	9,316318	0,235360	-4,079184
1570546433328	9,316318	0,196133	-4,467667
1570546433333	9,159411	0,117680	-4,778472
1570546433338	9,277091	0,039227	-5,011562
1570546433343	9,551678	0,078453	-5,244662
1570546433348	9,708584	0,000000	-5,322359
1570546433353	9,708584	0,117680	-5,361211
1570546433357	9,590904	0,117680	-5,244662
1570546433362	9,512450	0,078453	-4,972709
1570546433367	9,473224	0,078453	-4,545382
1570546433372	9,551678	0,039227	-4,079184
1570546433377	9,708584	0,078453	-3,574141
1570546433382	9,590904	0,117680	-3,107951
1570546433387	9,669357	0,156906	-2,486350
1570546433392	9,747810	0,156906	-2,097867
1570546433397	9,747810	0,078453	-1,748217
1570546433402	9,826263	0,078453	-1,553971
1570546433407	9,865490	0,235360	-1,437412
1570546433412	9,865490	0,196133	-1,825914
1570546433417	9,747810	0,274586	-2,369800
1570546433422	9,669357	0,313813	-2,797146
1570546433427	9,943943	0,235360	-3,069098
1570546433432	10,061623	0,156906	-3,185648
1570546433437	9,943943	0,196133	-3,185648
1570546433442	9,904716	0,156906	-3,107951
1570546433447	9,826263	0,078453	-2,913696
1570546433452	9,787037	0,000000	-2,758302
1570546433457	9,826263	-0,039227	-2,602909
1570546433462	9,747810	0,000000	-2,292103
1570546433467	9,708584	-0,078453	-1,981307
1570546433472	9,865490	-0,078453	-1,748217
1570546433477	9,865490	-0,156906	-1,670521
1570546433482	9,983170	-0,117680	-1,515127
1570546433487	9,943943	0,000000	-1,670521
1570546433491	9,943943	0,078453	-2,020170
1570546433496	10,140077	0,117680	-2,253260
1570546433501	10,061623	0,274586	-2,525212
1570546433506	10,296983	0,862985	-2,874843
1570546433511	10,022396	1,098345	-2,797146
1570546433516	9,551678	0,588399	-2,797146
1570546433521	9,787037	0,235360	-2,874843
1570546433526	10,179303	0,000000	-2,913696
1570546433531	10,414662	-0,156906	-2,719449
1570546433536	10,218530	-0,156906	-2,175563
1570546433541	10,022396	-0,078453	-1,592824
1570546433546	10,061623	-0,117680	-1,126625
1570546433551	10,022396	-0,196133	-0,660436
1570546433556	10,022396	-0,196133	-0,466180
1570546433561	10,100849	-0,117680	-0,388483
1570546433566	10,179303	-0,117680	-0,621583
1570546433571	10,257756	0,000000	-1,165478
1570546433576	10,061623	0,000000	-1,709364
1570546433581	10,100849	0,117680	-2,175563
1570546433586	10,022396	0,078453	-2,175563
1570546433591	10,140077	0,000000	-2,136710
1570546433596	10,140077	-0,078453	-1,942454
1570546433601	10,100849	-0,156906	-1,670521
1570546433606	10,061623	-0,156906	-1,553971
1570546433611	10,061623	-0,196133	-1,437412
1570546433616	9,865490	-0,353039	-1,553971
1570546433621	10,061623	-0,156906	-1,476265
1570546433625	10,140077	-0,156906	-1,670521
1570546433630	10,179303	-0,078453	-1,903611
1570546433635	10,218530	0,235360	-1,981307
1570546433640	10,179303	0,274586	-2,097867
1570546433645	10,061623	0,431493	-2,059013
1570546433650	10,022396	0,470719	-2,369800
1570546433655	9,983170	0,392266	-2,641753
1570546433660	9,983170	0,274586	-2,835999
1570546433665	10,061623	0,235360	-3,030255
1570546433670	9,904716	0,117680	-2,797146
1570546433675	9,865490	0,235360	-2,602909
1570546433680	9,943943	0,000000	-2,408653
1570546433685	9,943943	-0,117680	-2,097867
1570546433690	9,826263	-0,117680	-1,748217
1570546433695	9,904716	-0,156906	-1,515127
1570546433700	9,943943	-0,078453	-1,670521
1570546433705	10,061623	0,000000	-1,748217
1570546433710	10,022396	0,000000	-1,981307
1570546433715	9,983170	0,078453	-2,136710
1570546433720	9,983170	0,235360	-2,330956
1570546433725	9,983170	0,274586	-2,369800
1570546433730	10,100849	0,313813	-2,486350
1570546433735	10,140077	0,235360	-2,408653
1570546433740	10,061623	0,156906	-2,369800
1570546433745	10,022396	0,117680	-2,292103
1570546433750	9,983170	0,078453	-1,942454
1570546433755	10,022396	0,156906	-1,748217
1570546433759	10,061623	0,117680	-1,748217
1570546433764	10,100849	0,196133	-1,748217
1570546433769	10,140077	0,156906	-1,903611
1570546433774	10,061623	0,235360	-2,330956
1570546433779	9,983170	0,235360	-2,835999
1570546433784	9,983170	0,196133	-3,146795
1570546433789	10,022396	0,235360	-3,341042
1570546433794	9,904716	0,117680	-3,302188
1570546433799	9,943943	0,235360	-3,030255
1570546433804	9,943943	0,235360	-2,758302
1570546433809	9,904716	0,196133	-2,758302
1570546433814	9,943943	0,156906	-2,408653
1570546433819	9,943943	0,196133	-2,175563
1570546433824	9,983170	0,274586	-1,825914
1570546433829	10,022396	0,274586	-1,709364
1570546433834	10,100849	0,196133	-1,398568
1570546433839	10,179303	0,039227	-1,243175
1570546433844	10,100849	-0,117680	-1,165478
1570546433849	10,100849	-0,117680	-1,126625
1570546433854	10,140077	-0,039227	-1,165478
1570546433859	10,061623	0,039227	-1,165478
1570546433864	10,022396	0,000000	-1,320871
1570546433869	10,022396	0,078453	-1,748217
1570546433874	10,022396	0,235360	-1,825914
1570546433879	10,061623	0,235360	-2,020170
1570546433884	10,179303	0,117680	-2,214407
1570546433889	10,061623	0,078453	-2,602909
1570546433893	10,100849	-0,039227	-2,408653
1570546433898	10,022396	0,156906	-2,059013
1570546433903	10,061623	0,156906	-1,709364
1570546433908	10,061623	0,078453	-1,398568
1570546433913	10,061623	-0,078453	-1,204322
1570546433918	10,022396	0,000000	-1,126625
1570546433923	10,022396	-0,039227	-1,243175
1570546433928	10,061623	0,039227	-1,320871
1570546433933	10,022396	0,078453	-1,398568
1570546433938	10,061623	0,117680	-1,553971
1570546433943	10,022396	0,196133	-2,097867
1570546433948	10,022396	0,156906	-2,641753
1570546433953	9,983170	0,156906	-2,719449
1570546433958	10,100849	0,156906	-2,602909
1570546433963	10,061623	0,117680	-2,097867
1570546433968	10,061623	0,078453	-1,709364
1570546433973	10,061623	0,039227	-1,437412
1570546433978	10,061623	-0,039227	-1,165478
1570546433983	10,061623	0,039227	-1,165478
1570546433988	10,022396	0,000000	-1,282018
1570546433993	10,061623	0,000000	-1,437412
1570546433998	9,983170	0,039227	-1,709364
1570546434003	10,022396	0,078453	-1,787061
1570546434008	10,061623	0,078453	-1,864758
1570546434013	10,022396	0,117680	-2,020170
1570546434018	9,943943	0,156906	-2,253260
1570546434023	9,904716	0,156906	-2,602909
1570546434028	9,943943	0,117680	-2,758302
1570546434032	10,061623	0,039227	-2,835999
1570546434037	10,022396	0,117680	-2,641753
1570546434042	10,061623	0,117680	-2,408653
1570546434047	10,061623	0,156906	-2,214407
1570546434052	10,022396	0,078453	-2,408653
1570546434057	9,983170	0,078453	-2,874843
1570546434062	10,061623	0,078453	-2,680606
1570546434067	10,100849	0,000000	-2,020170
1570546434072	9,983170	0,000000	-1,709364
1570546434077	9,943943	0,000000	-1,398568
1570546434082	10,061623	-0,078453	-1,204322
1570546434087	10,061623	-0,039227	-1,165478
1570546434092	9,983170	0,117680	-1,398568
1570546434097	9,943943	0,156906	-1,515127
1570546434102	9,983170	0,078453	-1,631668
1570546434107	10,022396	-0,039227	-1,670521
1570546434112	10,061623	-0,039227	-1,670521
1570546434117	10,022396	0,078453	-1,942454
1570546434122	9,983170	0,117680	-2,408653
1570546434127	9,943943	0,039227	-2,719449
1570546434132	9,904716	0,039227	-2,641753
1570546434137	9,983170	0,078453	-2,680606
1570546434142	10,100849	0,117680	-2,797146
1570546434147	9,943943	0,078453	-2,835999
1570546434152	9,943943	0,000000	-2,758302
1570546434157	9,865490	-0,117680	-2,486350
1570546434162	9,943943	0,000000	-2,330956
1570546434166	9,943943	-0,039227	-2,136710
1570546434171	10,061623	0,000000	-1,864758
1570546434176	10,061623	0,039227	-1,748217
1570546434181	9,943943	-0,039227	-1,670521
1570546434186	9,943943	-0,039227	-1,553971
1570546434191	10,022396	0,039227	-1,592824
1570546434196	10,061623	0,392266	-1,709364
1570546434201	10,140077	0,431493	-1,825914
1570546434206	10,100849	0,470719	-1,864758
1570546434211	9,983170	0,274586	-2,020170
1570546434216	10,061623	0,196133	-1,981307
1570546434221	10,022396	0,156906	-1,825914
1570546434226	9,943943	0,039227	-2,020170
1570546434231	9,983170	-0,039227	-1,942454
1570546434236	10,022396	0,000000	-2,136710
1570546434241	9,943943	0,156906	-2,292103
1570546434246	9,943943	0,196133	-2,408653
1570546434251	10,022396	0,196133	-2,486350
1570546434256	10,022396	0,156906	-2,602909
1570546434261	9,983170	0,156906	-2,680606
1570546434266	10,022396	0,156906	-2,680606
1570546434271	10,061623	0,156906	-2,680606
1570546434276	10,022396	0,117680	-2,602909
1570546434281	9,943943	0,078453	-2,602909
1570546434286	9,983170	0,039227	-2,680606
1570546434291	9,904716	0,117680	-2,758302
1570546434296	9,983170	0,078453	-2,719449
1570546434300	9,943943	0,039227	-2,602909
1570546434305	10,022396	0,078453	-2,564056
1570546434310	10,022396	0,078453	-2,369800
1570546434315	9,983170	0,117680	-2,292103
1570546434320	9,983170	0,117680	-2,292103
1570546434325	9,983170	0,078453	-2,214407
1570546434330	9,983170	0,000000	-2,253260
1570546434335	9,943943	0,000000	-2,253260
1570546434340	9,983170	0,000000	-2,292103
1570546434345	9,943943	0,039227	-2,292103
1570546434350	9,865490	0,078453	-2,292103
1570546434355	9,983170	0,156906	-2,292103
1570546434360	9,983170	0,117680	-2,447497
1570546434365	10,061623	0,196133	-2,369800
1570546434370	10,100849	0,156906	-2,369800
1570546434375	10,061623	0,156906	-2,447497
1570546434380	9,983170	0,196133	-2,369800
1570546434385	9,943943	0,196133	-2,292103
1570546434390	10,022396	0,196133	-2,330956
1570546434395	10,100849	0,235360	-2,369800
1570546434400	10,022396	0,156906	-2,253260
1570546434405	10,022396	0,196133	-2,447497
1570546434410	10,022396	0,196133	-2,253260
1570546434415	9,983170	0,156906	-2,214407
1570546434420	9,904716	0,117680	-2,214407
1570546434425	9,943943	0,078453	-2,330956
1570546434430	9,904716	0,000000	-2,253260
1570546434434	9,943943	0,078453	-2,292103
1570546434439	9,943943	0,039227	-2,408653
1570546434444	9,943943	0,039227	-2,408653
1570546434449	9,943943	0,000000	-2,447497
1570546434454	10,100849	0,117680	-2,369800
1570546434459	10,061623	0,156906	-2,292103
1570546434464	10,100849	0,117680	-2,330956
1570546434469	9,943943	0,117680	-2,369800
1570546434474	9,865490	0,156906	-2,447497
1570546434479	9,943943	0,117680	-2,408653
1570546434484	10,022396	0,078453	-2,214407
1570546434489	10,022396	0,039227	-2,369800
1570546434494	9,904716	0,078453	-2,330956
1570546434499	9,904716	0,156906	-2,330956
1570546434504	9,943943	0,117680	-2,369800
1570546434509	9,983170	0,078453	-2,330956
1570546434514	10,022396	0,078453	-2,292103
1570546434519	10,022396	0,000000	-2,330956
1570546434524	9,983170	0,117680	-2,292103
1570546434529	10,022396	0,117680	-2,369800
1570546434534	10,022396	0,156906	-2,447497
1570546434539	9,904716	0,078453	-2,486350
1570546434544	9,826263	0,196133	-2,408653
1570546434549	9,904716	0,156906	-2,369800
1570546434554	9,943943	0,117680	-2,369800
1570546434559	9,983170	0,156906	-2,253260
1570546434564	10,022396	0,156906	-2,330956
1570546434568	9,983170	0,156906	-2,292103
1570546434573	9,983170	0,156906	-2,253260
1570546434578	9,983170	0,078453	-2,292103
1570546434583	9,983170	0,117680	-2,292103
1570546434588	9,983170	0,117680	-2,292103
1570546434593	9,943943	0,117680	-2,408653
1570546434598	10,022396	0,196133	-2,369800
1570546434603	10,022396	0,117680	-2,369800
1570546434608	9,983170	0,117680	-2,369800
1570546434613	9,983170	0,156906	-2,408653
1570546434618	9,983170	0,117680	-2,369800
1570546434623	9,904716	0,156906	-2,292103
1570546434628	9,865490	0,117680	-2,253260
1570546434633	9,826263	0,117680	-2,292103
1570546434638	9,904716	0,117680	-2,330956
1570546434643	9,983170	0,196133	-2,525212
1570546434648	9,983170	0,156906	-2,525212
1570546434653	9,983170	0,156906	-2,447497
1570546434658	10,022396	0,117680	-2,486350
1570546434663	10,022396	0,117680	-2,447497
1570546434668	10,061623	0,078453	-2,369800
1570546434673	10,022396	0,078453	-2,369800
1570546434678	10,100849	0,039227	-2,369800
1570546434683	10,140077	0,117680	-2,330956
1570546434688	9,983170	0,156906	-2,369800
1570546434693	9,865490	0,156906	-2,369800
1570546434698	9,904716	0,117680	-2,369800
1570546434702	9,943943	0,196133	-2,330956
1570546434707	9,904716	0,156906	-2,292103
1570546434712	10,061623	0,196133	-2,253260
1570546434717	9,983170	0,156906	-2,253260
1570546434722	9,983170	0,196133	-2,214407
1570546434727	9,983170	0,196133	-2,369800
1570546434732	9,983170	0,156906	-2,486350
1570546434737	9,904716	0,117680	-2,369800
1570546434742	9,904716	0,156906	-2,369800
1570546434747	9,826263	0,156906	-2,447497
1570546434752	9,943943	0,117680	-2,408653
1570546434757	9,865490	0,117680	-2,408653
1570546434762	9,865490	0,117680	-2,330956
1570546434767	9,943943	0,196133	-2,253260
1570546434772	10,022396	0,117680	-2,369800
1570546434777	10,022396	0,156906	-2,369800
1570546434782	9,983170	0,156906	-2,408653
1570546434787	9,983170	0,078453	-2,330956
1570546434792	9,983170	0,117680	-2,292103
1570546434797	10,022396	0,196133	-2,408653
1570546434802	9,943943	0,156906	-2,408653
